name,id,primaryCuisineId,address,chainCode,chainName,chainMainCode,cuisines,heroImage,heroListingImage,latitude,longitude,minimumDeliveryTime,minimumDeliveryTimeUpperLimit,minimumDeliveryTimeLowerLimit,minimumOrderAmount,minimumPickupTime,postCode,rating,urlKey,reviewNumber,vendorPoints,webPath,legalName,tradeRegisterNumber,customerPhone,vertical,deliveryProvider,isActive,is_best_in_city,is_new,is_delivery_enabled,is_pickup_enabled,is_service_fee_enabled,is_test,is_promoted
Al Naz Biryani-  Clifton block 2,84503,139,"Shop no.1, Hashoo terrace Block 5 
Kehkashan clifton karachi Pakistan",cx4fo,Al Naz Biryani,cwfs,"Pulao, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/cum1-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/cum1-listing.jpg,24.82702246,67.03010177,17010,180,160,0,10,75500,3.2,al-naz-biryani-clifton-block-2,204,13359,https://foodpanda.pk/restaurant/cum1/al-naz-biryani-clifton-block-2,Imran Khan,+923079337522,+923102775362,restaurants,dine_in,true,false,false,true,true,false,false,false
Quetta Zaiqa Chai,61596,139,"Next to Broadway pizza , Khayaban-e-Iqbal, Block 9 Clifton, Karachi, Karachi City, Sindh 75600",,,,"Wraps & Rolls, Beverages, Paratha, Pakistani, Tea & Coffee",https://images.deliveryhero.io/image/fd-pk/LH/wocz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/wocz-listing.jpg,24.826254,67.0356976,17015,180,160,0,15,75600,4.2,quetta-zaiqa-chai,1188,12426,https://foodpanda.pk/restaurant/wocz/quetta-zaiqa-chai,ABDUL BARI,+923002333984,+923003535870,restaurants,dine_in,true,false,false,true,true,false,false,false
Quetta Zaiqa Chai,61596,139,"Next to Broadway pizza , Khayaban-e-Iqbal, Block 9 Clifton, Karachi, Karachi City, Sindh 75600",,,,"Wraps & Rolls, Beverages, Paratha, Pakistani, Tea & Coffee",https://images.deliveryhero.io/image/fd-pk/LH/wocz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/wocz-listing.jpg,24.826254,67.0356976,17015,180,160,0,15,75600,4.2,quetta-zaiqa-chai,1188,12426,https://foodpanda.pk/restaurant/wocz/quetta-zaiqa-chai,ABDUL BARI,+923002333984,+923003535870,restaurants,dine_in,true,false,false,true,true,false,false,false
Ideal Juice Point & Channa Chaat Gol Gappay,92686,139,Shop# 1/8- Commerical Area Near Tanki Stop Shah Faisal Colony Block 1,,,,"Beverages, BBQ, Paratha, Pakistani, Sandwiches, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/z4h2-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/z4h2-listing.jpg,24.8780522,67.13974784,0,,,0,15,75230,3.8,ideal-juice-point-and-channa-chaat-gol-gappay,2,0,https://foodpanda.pk/restaurant/z4h2/ideal-juice-point-and-channa-chaat-gol-gappay,Mola Baksh,+923112114247,+923112114247,restaurants,dine_in,true,false,false,true,true,false,false,false
Ideal Juice Point & Channa Chaat Gol Gappay,92686,139,Shop# 1/8- Commerical Area Near Tanki Stop Shah Faisal Colony Block 1,,,,"Beverages, BBQ, Paratha, Pakistani, Sandwiches, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/z4h2-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/z4h2-listing.jpg,24.8780522,67.13974784,0,,,0,15,75230,3.8,ideal-juice-point-and-channa-chaat-gol-gappay,2,0,https://foodpanda.pk/restaurant/z4h2/ideal-juice-point-and-channa-chaat-gol-gappay,Mola Baksh,+923112114247,+923112114247,restaurants,dine_in,true,false,false,true,true,false,false,false
Cafe Ignite,74970,103,Banglow Number A-1 st 3 sector 16-A Bufferzone Karachi.,,,,"Shakes, Pasta, BBQ, Paratha, Pizza, Chinese, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/teyr-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/teyr-listing.jpg,24.95329124,67.06909539,0,,,0,15,75850,3.4,cafe-ignite,55,0,https://foodpanda.pk/restaurant/teyr/cafe-ignite,ABRAR UL HAQUE,+923314446483,+923123238229,restaurants,dine_in,true,false,false,true,true,false,false,false
Cafe Ignite,74970,103,Banglow Number A-1 st 3 sector 16-A Bufferzone Karachi.,,,,"Shakes, Pasta, BBQ, Paratha, Pizza, Chinese, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/teyr-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/teyr-listing.jpg,24.95329124,67.06909539,0,,,0,15,75850,3.4,cafe-ignite,55,0,https://foodpanda.pk/restaurant/teyr/cafe-ignite,ABRAR UL HAQUE,+923314446483,+923123238229,restaurants,dine_in,true,false,false,true,true,false,false,false
Sabroso - Raw North Karachi,75209,0,"PROPERTY C-143, SECTOR 11-B, UP MORE TOWNSHIP NORTH KHI",cs1fy,Sabroso - Raw,v0qf,,https://images.deliveryhero.io/image/fd-pk/LH/yumj-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/yumj-listing.jpg,24.9724354,67.0642715,17020,180,160,0,10,71500,4.3,sabroso-raw-north-karachi,12,0,https://foodpanda.pk/restaurant/yumj/sabroso-raw-north-karachi,Sabirs' Poultry,+922136407068,+924232082028,"specialty_and_ethnic, groceries",platform_delivery,true,false,false,true,false,false,false,false
Sabroso - Raw North Karachi,75209,0,"PROPERTY C-143, SECTOR 11-B, UP MORE TOWNSHIP NORTH KHI",cs1fy,Sabroso - Raw,v0qf,,https://images.deliveryhero.io/image/fd-pk/LH/yumj-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/yumj-listing.jpg,24.9724354,67.0642715,17020,180,160,0,10,71500,4.3,sabroso-raw-north-karachi,12,0,https://foodpanda.pk/restaurant/yumj/sabroso-raw-north-karachi,Sabirs' Poultry,+922136407068,+924232082028,"specialty_and_ethnic, groceries",platform_delivery,true,false,false,true,false,false,false,false
Hot and Roll Gulzar Hijri,77623,86,Quetta town gulzar higri plot no A1.115 near MK builders.,,,,"BBQ, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/dz3j-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/dz3j-listing.jpg,24.96618221,67.12976164,0,,,0,15,74600,3.6,hot-and-roll-gulzar-hijri,192,12379,https://foodpanda.pk/restaurant/dz3j/hot-and-roll-gulzar-hijri,AHMED,+923003717526,+923003717526,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Hot and Roll Gulzar Hijri,77623,86,Quetta town gulzar higri plot no A1.115 near MK builders.,,,,"BBQ, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/dz3j-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/dz3j-listing.jpg,24.96618221,67.12976164,0,,,0,15,74600,3.6,hot-and-roll-gulzar-hijri,192,12379,https://foodpanda.pk/restaurant/dz3j/hot-and-roll-gulzar-hijri,AHMED,+923003717526,+923003717526,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Delight Ice Cream,65884,110,"Shop 1 & 2 Rihab Arcade Sector 5J New Karachi, north karachi",,,,"Ice Cream, Wraps & Rolls, Shakes, Savouries, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/ghhz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/ghhz-listing.jpg,25.0001473,67.07233935,0,,,0,15,75850,3.4,delight-ice-cream,165,10555,https://foodpanda.pk/restaurant/ghhz/delight-ice-cream,Muhammad Bin Shaiq,+923322502685,+923322502685,restaurants,dine_in,true,false,false,true,true,false,false,false
Delight Ice Cream,65884,110,"Shop 1 & 2 Rihab Arcade Sector 5J New Karachi, north karachi",,,,"Ice Cream, Wraps & Rolls, Shakes, Savouries, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/ghhz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/ghhz-listing.jpg,25.0001473,67.07233935,0,,,0,15,75850,3.4,delight-ice-cream,165,10555,https://foodpanda.pk/restaurant/ghhz/delight-ice-cream,Muhammad Bin Shaiq,+923322502685,+923322502685,restaurants,dine_in,true,false,false,true,true,false,false,false
Peshawari Ice-Cream,87637,110,"Steert#3, Sector B, Akhtar Colony Hazrat Bilal Colony, Karachi City, Sindh, Pakistan",,,,"Ice Cream, Shakes, Beverages, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/ogq0-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/ogq0-listing.jpg,24.839781,67.073969,0,,,0,15,75460,3.8,peshawari-ice-cream-ogq0,108,11824,https://foodpanda.pk/restaurant/ogq0/peshawari-ice-cream-ogq0,MUHAMMAD RIZWAN,+923120800405,+923120800405,restaurants,dine_in,true,false,false,true,true,false,false,false
Peshawari Ice-Cream,87637,110,"Steert#3, Sector B, Akhtar Colony Hazrat Bilal Colony, Karachi City, Sindh, Pakistan",,,,"Ice Cream, Shakes, Beverages, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/ogq0-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/ogq0-listing.jpg,24.839781,67.073969,0,,,0,15,75460,3.8,peshawari-ice-cream-ogq0,108,11824,https://foodpanda.pk/restaurant/ogq0/peshawari-ice-cream-ogq0,MUHAMMAD RIZWAN,+923120800405,+923120800405,restaurants,dine_in,true,false,false,true,true,false,false,false
Resto,87649,103,"CSD, near National Medical Center, D.H.A. Phase 1 Karachi Cantonment, Karachi",,,,"Shakes, Pasta, Paratha, Seafood, Chinese, Burgers, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/dgox-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/dgox-listing.jpg,24.8526284,67.0515534,0,,,0,15,75500,4.3,resto-dgox,55,10069,https://foodpanda.pk/restaurant/dgox/resto-dgox,M/S RESTO,+923330281786,+923330281786,restaurants,dine_in,true,false,false,true,true,false,false,false
Resto,87649,103,"CSD, near National Medical Center, D.H.A. Phase 1 Karachi Cantonment, Karachi",,,,"Shakes, Pasta, Paratha, Seafood, Chinese, Burgers, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/dgox-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/dgox-listing.jpg,24.8526284,67.0515534,0,,,0,15,75500,4.3,resto-dgox,55,10069,https://foodpanda.pk/restaurant/dgox/resto-dgox,M/S RESTO,+923330281786,+923330281786,restaurants,dine_in,true,false,false,true,true,false,false,false
Tandooray,21724,103,"Adjacent Bank Alhabib, near Balochistan Sajji.",,,,"Pasta, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/n1gy-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n1gy-listing.jpg,24.90861545,67.12016935,0,,,0,12,75290,4.1,tandooray,1641,14265,https://foodpanda.pk/restaurant/n1gy/tandooray,TANDOORAY,,+923232285531,restaurants,dine_in,true,false,false,true,true,false,false,false
Tandooray,21724,103,"Adjacent Bank Alhabib, near Balochistan Sajji.",,,,"Pasta, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/n1gy-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n1gy-listing.jpg,24.90861545,67.12016935,0,,,0,12,75290,4.1,tandooray,1641,14265,https://foodpanda.pk/restaurant/n1gy/tandooray,TANDOORAY,,+923232285531,restaurants,dine_in,true,false,false,true,true,false,false,false
Pizza N' Fries,93919,86,"Shop 1 and 2, D-104, Allama Iqbal Colony, Mehmoodabad, Karachi",,,,"Beverages, Sandwiches, Pizza, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/r5cs-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/r5cs-listing.jpg,24.84859,67.065759,0,,,0,15,75500,2.7,pizza-n-fries,3,7982,https://foodpanda.pk/restaurant/r5cs/pizza-n-fries,PIZZA N' FRIES,+923332135620,+923332135620,restaurants,platform_delivery,true,false,false,true,true,false,false,false
Pizza N' Fries,93919,86,"Shop 1 and 2, D-104, Allama Iqbal Colony, Mehmoodabad, Karachi",,,,"Beverages, Sandwiches, Pizza, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/r5cs-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/r5cs-listing.jpg,24.84859,67.065759,0,,,0,15,75500,2.7,pizza-n-fries,3,7982,https://foodpanda.pk/restaurant/r5cs/pizza-n-fries,PIZZA N' FRIES,+923332135620,+923332135620,restaurants,platform_delivery,true,false,false,true,true,false,false,false
WOK FIRE,82744,74,"Shop No 1, Opposite Javed Nihari, Alamgir Rd, Karachi Memon Society, Karachi, Karachi City, Sindh",,,,"Beverages, BBQ, Seafood, Chinese",https://images.deliveryhero.io/image/fd-pk/LH/mrka-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/mrka-listing.jpg,24.8845056,67.0637354,0,,,0,15,75400,4.1,wok-fire,36,0,https://foodpanda.pk/restaurant/mrka/wok-fire,MOHIUDDIN,+923042189085,+923042189085,restaurants,dine_in,true,false,false,true,true,false,false,false
WOK FIRE,82744,74,"Shop No 1, Opposite Javed Nihari, Alamgir Rd, Karachi Memon Society, Karachi, Karachi City, Sindh",,,,"Beverages, BBQ, Seafood, Chinese",https://images.deliveryhero.io/image/fd-pk/LH/mrka-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/mrka-listing.jpg,24.8845056,67.0637354,0,,,0,15,75400,4.1,wok-fire,36,0,https://foodpanda.pk/restaurant/mrka/wok-fire,MOHIUDDIN,+923042189085,+923042189085,restaurants,dine_in,true,false,false,true,true,false,false,false
Burger Time,88251,86,jawed hill view block 3a gulistan-e-johar karachi,,,,"Wraps & Rolls, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/x86r-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/x86r-listing.jpg,24.9253083,67.1284581,0,,,0,15,75290,2.5,burger-time-x86r,34,7827,https://foodpanda.pk/restaurant/x86r/burger-time-x86r,Sheikh Wajahat Ahmed,+923232600894,+923232600894,restaurants,dine_in,true,false,false,true,true,false,false,false
Burger Time,88251,86,jawed hill view block 3a gulistan-e-johar karachi,,,,"Wraps & Rolls, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/x86r-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/x86r-listing.jpg,24.9253083,67.1284581,0,,,0,15,75290,2.5,burger-time-x86r,34,7827,https://foodpanda.pk/restaurant/x86r/burger-time-x86r,Sheikh Wajahat Ahmed,+923232600894,+923232600894,restaurants,dine_in,true,false,false,true,true,false,false,false
USA Kitchen,90538,86,Address : Plot 241-42 (3rd Floor) Block 3 Karimabad FB Area Near Memon Masjid Siddiqabad/,,,,"Beverages, Biryani, Western, Nihari, Ice Cream, Healthy Food, Middle Eastern, Paratha, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Tea & Coffee, Broast, Wraps & Rolls, Steak, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/b87c-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b87c-listing.jpg,24.9207304,67.0592586,0,,,0,15,0000,2.9,usa-kitchen,31,8610,https://foodpanda.pk/restaurant/b87c/usa-kitchen,RUBINA W/O MUHAMMAD HANIF,+923248075295,+923248075295,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, street_food, bakery_and_dessert, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
USA Kitchen,90538,86,Address : Plot 241-42 (3rd Floor) Block 3 Karimabad FB Area Near Memon Masjid Siddiqabad/,,,,"Beverages, Biryani, Western, Nihari, Ice Cream, Healthy Food, Middle Eastern, Paratha, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Tea & Coffee, Broast, Wraps & Rolls, Steak, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/b87c-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b87c-listing.jpg,24.9207304,67.0592586,0,,,0,15,0000,2.9,usa-kitchen,31,8610,https://foodpanda.pk/restaurant/b87c/usa-kitchen,RUBINA W/O MUHAMMAD HANIF,+923248075295,+923248075295,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, street_food, bakery_and_dessert, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Madina Pakwan Centre,21101,139,Shop no 30 31 fahad square near adnan burger gulzar e hijri scheme 33,,,,"Ice Cream, Wraps & Rolls, BBQ, Pulao, Paratha, Pakistani, Chinese, Fast Food, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/n9wo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n9wo-listing.jpg,24.9508702,67.1066618,17030,180,160,0,10,75330,4.1,madina-pakwan-centre,1338,11475,https://foodpanda.pk/restaurant/n9wo/madina-pakwan-centre,Muhammad Shakeel,,+923002278926,restaurants,dine_in,true,false,false,true,true,false,false,false
Madina Pakwan Centre,21101,139,Shop no 30 31 fahad square near adnan burger gulzar e hijri scheme 33,,,,"Ice Cream, Wraps & Rolls, BBQ, Pulao, Paratha, Pakistani, Chinese, Fast Food, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/n9wo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n9wo-listing.jpg,24.9508702,67.1066618,17030,180,160,0,10,75330,4.1,madina-pakwan-centre,1338,11475,https://foodpanda.pk/restaurant/n9wo/madina-pakwan-centre,Muhammad Shakeel,,+923002278926,restaurants,dine_in,true,false,false,true,true,false,false,false
Turkish Pizza & Fastfood,86809,73,Quetta town 18a Bismillah circle next to hareem comfort,,,,"Beverages, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w52x-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w52x-listing.jpg,24.9713319,67.1235483,0,,,0,15,0000,3.5,turkish-pizza-and-fastfood,81,8227,https://foodpanda.pk/restaurant/w52x/turkish-pizza-and-fastfood,MUHAMMAD ALI HAMZA,+923362570713,+923072841650,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",dine_in,true,false,false,true,false,false,false,false
Turkish Pizza & Fastfood,86809,73,Quetta town 18a Bismillah circle next to hareem comfort,,,,"Beverages, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w52x-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w52x-listing.jpg,24.9713319,67.1235483,0,,,0,15,0000,3.5,turkish-pizza-and-fastfood,81,8227,https://foodpanda.pk/restaurant/w52x/turkish-pizza-and-fastfood,MUHAMMAD ALI HAMZA,+923362570713,+923072841650,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",dine_in,true,false,false,true,false,false,false,false
The Dragon Chinese,92834,74,"97 9th Commercial St, D.H.A. Phase 4 Phase 4 Defence Housing Authority, Karachi, Karachi City, Sindh 75500, Pakistan",,,,"Beverages, Seafood, Chinese, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/xixq-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/xixq-listing.jpg,24.8216812,67.0641069,17020,180,160,0,15,75500,4.4,the-dragon-chinese,31,11243,https://foodpanda.pk/restaurant/xixq/the-dragon-chinese,FAZAL UR REHMAN,+923314966662,+923314966662,restaurants,dine_in,true,false,false,true,true,false,false,false
The Dragon Chinese,92834,74,"97 9th Commercial St, D.H.A. Phase 4 Phase 4 Defence Housing Authority, Karachi, Karachi City, Sindh 75500, Pakistan",,,,"Beverages, Seafood, Chinese, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/xixq-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/xixq-listing.jpg,24.8216812,67.0641069,17020,180,160,0,15,75500,4.4,the-dragon-chinese,31,11243,https://foodpanda.pk/restaurant/xixq/the-dragon-chinese,FAZAL UR REHMAN,+923314966662,+923314966662,restaurants,dine_in,true,false,false,true,true,false,false,false
Belco Chocolates - LuckyOne Mall,93724,0,LuckyOne Mall,,,,,https://images.deliveryhero.io/image/fd-pk/LH/qo6y-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/qo6y-listing.jpg,24.9320544,67.0877382,0,,,0,15,72200,0,belco-chocolates-luckyone-mall,0,0,https://foodpanda.pk/restaurant/qo6y/belco-chocolates-luckyone-mall,BELCO,+923132912900,+923132912900,"household_and_living, convenience, home_and_gifts, snacks_and_sweets",platform_delivery,true,false,false,true,false,false,false,false
Belco Chocolates - LuckyOne Mall,93724,0,LuckyOne Mall,,,,,https://images.deliveryhero.io/image/fd-pk/LH/qo6y-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/qo6y-listing.jpg,24.9320544,67.0877382,0,,,0,15,72200,0,belco-chocolates-luckyone-mall,0,0,https://foodpanda.pk/restaurant/qo6y/belco-chocolates-luckyone-mall,BELCO,+923132912900,+923132912900,"household_and_living, convenience, home_and_gifts, snacks_and_sweets",platform_delivery,true,false,false,true,false,false,false,false
ZAK Foods,91980,103,"R-195 Block -8 Azizabad, F. B. Area, Karachi",,,,"Beverages, Biryani, Western, Ice Cream, Healthy Food, Middle Eastern, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Qeema, Tea & Coffee, Broast, Wraps & Rolls, Steak, Pasta, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/aoj3-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/aoj3-listing.jpg,24.91911155,67.06537262,0,,,0,15,75950,2.9,zak-foods,64,11744,https://foodpanda.pk/restaurant/aoj3/zak-foods,KHALID AHMED,+923408306636,+923408306636,"beverages, bakery, party_supplies, drinks, restaurants, convenience, snacks_and_sweets, bakery_and_dessert, home_based_kitchen, street_food",platform_delivery,true,false,false,true,true,false,false,false
ZAK Foods,91980,103,"R-195 Block -8 Azizabad, F. B. Area, Karachi",,,,"Beverages, Biryani, Western, Ice Cream, Healthy Food, Middle Eastern, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Qeema, Tea & Coffee, Broast, Wraps & Rolls, Steak, Pasta, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/aoj3-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/aoj3-listing.jpg,24.91911155,67.06537262,0,,,0,15,75950,2.9,zak-foods,64,11744,https://foodpanda.pk/restaurant/aoj3/zak-foods,KHALID AHMED,+923408306636,+923408306636,"beverages, bakery, party_supplies, drinks, restaurants, convenience, snacks_and_sweets, bakery_and_dessert, home_based_kitchen, street_food",platform_delivery,true,false,false,true,true,false,false,false
